name,price,nro_of_nights,star_rating,review_score,review_count,room_type,part_of_city,distance_from_center,url,address,source,clean_address,latitude,longitude
Hotel Not Hotel Amsterdam,79.14,1,,6.9,1027.0,Crisis Free Zone (shared bathroom),De Baarsjes,2.3,https://www.booking.com/hotel/nl/not.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=463&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682431&all_sr_blocks=109563409_88533781_0_2_0_1153759&highlighted_blocks=109563409_88533781_0_2_0_1153759&matching_block_id=109563409_88533781_0_2_0_1153759&sr_pri_blocks=109563409_88533781_0_2_0_1153759_55449&from=searchresults,"Piri Reisplein 34, De Baarsjes, 1057 KH Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account.",booking,"Piri Reisplein 34, 1057 KH Amsterdam, Netherlands",52.3663067,4.8599883
Bastion Hotel Amsterdam Noord,115.14,1,3.0,7.1,819.0,Comfort Twin Room,Amsterdam Noord,3.5,https://www.booking.com/hotel/nl/bastioncentrumnoord.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=464&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682431&all_sr_blocks=1030602_95128408_2_2_0&highlighted_blocks=1030602_95128408_2_2_0&matching_block_id=1030602_95128408_2_2_0&sr_pri_blocks=1030602_95128408_2_2_0__80591&from_sustainable_property_sr=1&from=searchresults,"Rode Kruisstraat 28, Amsterdam Noord, 1025 KN Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account.",booking,"Rode Kruisstraat 28, 1025 KN Amsterdam, Netherlands",52.395992,4.928906
Hotel 55 - City Centre,119.86,1,2.0,6.5,962.0,Standard Twin Room,Amsterdam City Centre,450.0,https://www.booking.com/hotel/nl/55-city-centre.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=465&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682431&all_sr_blocks=366208801_329676920_0_0_0&highlighted_blocks=366208801_329676920_0_0_0&matching_block_id=366208801_329676920_0_0_0&sr_pri_blocks=366208801_329676920_0_0_0__83935&from=searchresults,"Warmoesstraat 55A, Amsterdam City Centre, 1012 HW Amsterdam, Netherlands
location — rated 9/10!",booking,"Warmoesstraat 55A, 1012 HW Amsterdam, Netherlands",52.3752787,4.8981996
Luxury room with private bathroom on great location.,149.29,1,,8.0,21.0,Double Room with Private Bathroom,Zuideramstel,2.8,https://www.booking.com/hotel/nl/luxury-room-with-private-bathroom-on-great-location.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=466&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682431&all_sr_blocks=1202367701_396005527_2_0_0&highlighted_blocks=1202367701_396005527_2_0_0&matching_block_id=1202367701_396005527_2_0_0&sr_pri_blocks=1202367701_396005527_2_0_0__104504&from=searchresults,"Amstelkade 53 3, Zuideramstel, 1078 AG Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account.",booking,"Amstelkade 53 3, 1078 AG Amsterdam, Netherlands",52.3483565,4.9014059
InterContinental Amstel Amsterdam by IHG,391.86,1,5.0,8.7,310.0,Classic Room,Amsterdam City Centre,1.7,https://www.booking.com/hotel/nl/amstel.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=467&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682431&all_sr_blocks=1053428_95129038_2_34_0&highlighted_blocks=1053428_95129038_2_34_0&matching_block_id=1053428_95129038_2_34_0&sr_pri_blocks=1053428_95129038_2_34_0__274267&from_sustainable_property_sr=1&from=searchresults,"Professor Tulpplein 1, Amsterdam City Centre, 1018 GX Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account.",booking,"Professor Tulpplein 1, 1018 GX Amsterdam, Netherlands",52.3600514,4.9052186
Hotel JL No76,134.71,1,4.0,8.7,1543.0,Souterrain Executive Double or Twin Room,Oud Zuid,1.7,https://www.booking.com/hotel/nl/jl-no76.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=468&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682431&all_sr_blocks=29201507_0_2_0_0&highlighted_blocks=29201507_0_2_0_0&matching_block_id=29201507_0_2_0_0&sr_pri_blocks=29201507_0_2_0_0__94317&from_sustainable_property_sr=1&from=searchresults,"Jan Luijkenstraat 76, Oud Zuid, 1071 CT Amsterdam, Netherlands
location — rated 9.6/10!",booking,"Jan Luijkenstraat 76, 1071 CT Amsterdam, Netherlands",52.3593563,4.8797969
Resident Moose,521.14,1,5.0,9.5,109.0,Junior Suite,Amsterdam City Centre,1.0,https://www.booking.com/hotel/nl/resident-moose.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=469&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682431&all_sr_blocks=883531501_357667677_4_0_0&highlighted_blocks=883531501_357667677_4_0_0&matching_block_id=883531501_357667677_4_0_0&sr_pri_blocks=883531501_357667677_4_0_0__364779&from=searchresults,"108 Elandsgracht, Amsterdam City Centre, 1016 VA Amsterdam, Netherlands
location — rated 9.9/10!",booking,"108 Elandsgracht, 1016 VA Amsterdam, Netherlands",52.3694677,4.8797457
Renovated Parkside Gem - 2 person studio in the Pijp,177.0,1,3.0,8.2,55.0,Double Room with Private Bathroom,De Pijp,2.3,https://www.booking.com/hotel/nl/freshly-renovated-gem-2-person-studio-in-the-pijp.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=470&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682431&all_sr_blocks=1097454801_390665831_2_0_0&highlighted_blocks=1097454801_390665831_2_0_0&matching_block_id=1097454801_390665831_2_0_0&sr_pri_blocks=1097454801_390665831_2_0_0__123928&from=searchresults,"Van Ostadestraat, 1072 SW Amsterdam, Netherlands
location — rated 9.5/10!",booking,"Van Ostadestraat, 1072 SW Amsterdam, Netherlands",52.3523248,4.8930944
Dok Apartments,192.43,1,3.0,8.2,27.0,Apartment,Amsterdam City Centre,1.3,https://www.booking.com/hotel/nl/dok-apartments.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=471&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682431&all_sr_blocks=1311404103_403925069_2_0_0&highlighted_blocks=1311404103_403925069_2_0_0&matching_block_id=1311404103_403925069_2_0_0&sr_pri_blocks=1311404103_403925069_2_0_0__134745&from=searchresults,"Kadijksplein, Amsterdam City Centre, 1018AC Amsterdam, Netherlands
location — rated 9.2/10!",booking,"Kadijksplein, 1018AC Amsterdam, Netherlands",52.3703059,4.9121086
Quentin Golden Bear Hotel,131.43,1,2.0,6.8,869.0,Twin Room,Amsterdam City Centre,1.0,https://www.booking.com/hotel/nl/goldenbear.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=472&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682431&all_sr_blocks=1078020_95129440_0_0_0_1108159&highlighted_blocks=1078020_95129440_0_0_0_1108159&matching_block_id=1078020_95129440_0_0_0_1108159&sr_pri_blocks=1078020_95129440_0_0_0_1108159_92010&from=searchresults,"Kerkstraat 37, Amsterdam City Centre, 1017 GB Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account.",booking,"Kerkstraat 37, 1017 GB Amsterdam, Netherlands",52.3656442,4.8852135
Prinsenboot,307.43,1,4.0,8.8,143.0,Van Gogh Suite,Amsterdam City Centre,1.2,https://www.booking.com/hotel/nl/prinsenboot.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=473&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682431&all_sr_blocks=132448802_190381283_2_0_0&highlighted_blocks=132448802_190381283_2_0_0&matching_block_id=132448802_190381283_2_0_0&sr_pri_blocks=132448802_190381283_2_0_0__215189&from=searchresults,"PRINSENGRACHT 967, Amsterdam City Centre, 1017 KL Amsterdam, Netherlands
location — rated 9.9/10!",booking,"PRINSENGRACHT 967, 1017 KL Amsterdam, Netherlands",52.3622963,4.89268
YAYS Amsterdam Maritime by Numa,169.86,1,4.0,8.1,1966.0,Medium Studio with Kitchen - Duplex,Amsterdam City Centre,2.1,https://www.booking.com/hotel/nl/yays-amsterdam-maritime.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=475&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682431&all_sr_blocks=128529110_391868241_2_0_0_700785&highlighted_blocks=128529110_391868241_2_0_0_700785&matching_block_id=128529110_391868241_2_0_0_700785&sr_pri_blocks=128529110_391868241_2_0_0_700785_118888&from=searchresults,"Oostenburgergracht 73, Amsterdam City Centre, 1018 NC Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account.",booking,"Oostenburgergracht 73, 1018 NC Amsterdam, Netherlands",52.3683176,4.9236674
Anantara Grand Hotel Krasnapolsky Amsterdam,369.86,1,5.0,8.9,6820.0,Deluxe Double or Twin Room,Amsterdam City Centre,100.0,https://www.booking.com/hotel/nl/anantara-ghkrasnapolsky.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=476&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682451&all_sr_blocks=1034079_95128467_0_42_0&highlighted_blocks=1034079_95128467_0_42_0&matching_block_id=1034079_95128467_0_42_0&sr_pri_blocks=1034079_95128467_0_42_0__258884&from_sustainable_property_sr=1&from=searchresults,"Dam 9, Amsterdam City Centre, 1012 JS Amsterdam, Netherlands
location — rated 9.7/10!",booking,"Dam 9, 1012 JS Amsterdam, Netherlands",52.3727291,4.8943846
The Blue Stairs,285.14,1,4.0,9.5,216.0,Deluxe Double Room,Amsterdam City Centre,1.1,https://www.booking.com/hotel/nl/the-blue-stairs.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=477&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682451&all_sr_blocks=237568001_403273459_2_0_0&highlighted_blocks=237568001_403273459_2_0_0&matching_block_id=237568001_403273459_2_0_0&sr_pri_blocks=237568001_403273459_2_0_0__199569&from=searchresults,"665 Keizersgracht, Amsterdam City Centre, 1017 DV Amsterdam, Netherlands
location — rated 9.8/10!",booking,"665 Keizersgracht, 1017 DV Amsterdam, Netherlands",52.3636957,4.8963641
Vondel 99,175.29,1,3.0,9.7,154.0,Double Room with Private Bathroom,Oud-West,1.8,https://www.booking.com/hotel/nl/vondel-99.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=478&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682451&all_sr_blocks=1106950701_392559671_2_0_0&highlighted_blocks=1106950701_392559671_2_0_0&matching_block_id=1106950701_392559671_2_0_0&sr_pri_blocks=1106950701_392559671_2_0_0__122671&from=searchresults,"Eerste Helmersstraat 99-huis, Oud-West, 1054 DM Amsterdam, Netherlands
location — rated 9.8/10!",booking,"Eerste Helmersstraat 99-huis, Oud-West, 1054 DM Amsterdam, Netherlands",,
B&B Zunderdorp,132.29,1,3.0,9.5,858.0,Quadruple Room with Private Bathroom,Amsterdam Noord,6.0,https://www.booking.com/hotel/nl/b-amp-b-zunderdorp.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=479&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682451&all_sr_blocks=653802805_274104151_2_1_0&highlighted_blocks=653802805_274104151_2_1_0&matching_block_id=653802805_274104151_2_1_0&sr_pri_blocks=653802805_274104151_2_1_0__92569&from=searchresults,"Termietergouw 10, Amsterdam Noord, 1027 AD Amsterdam, Netherlands
location — rated 9.3/10!",booking,"Termietergouw 10, 1027 AD Amsterdam, Netherlands",52.4113218,4.9540817
BB in Amsterdam Private studio 35m2,201.71,1,3.0,9.1,111.0,Double Room with Private Bathroom,Amsterdam Noord,3.0,https://www.booking.com/hotel/nl/sustainable-suite-ndsm-area-near-city-centre.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=480&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682451&all_sr_blocks=574487101_365030773_0_0_0&highlighted_blocks=574487101_365030773_0_0_0&matching_block_id=574487101_365030773_0_0_0&sr_pri_blocks=574487101_365030773_0_0_0__141238&from=searchresults,"Monnikskapstraat70, Amsterdam Noord, 1032 LM Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account.",booking,"Monnikskapstraat70, 1032 LM Amsterdam, Netherlands",,
Prince Royal B&B,434.0,1,,9.6,104.0,Deluxe Double Room,Amsterdam City Centre,0.7,https://www.booking.com/hotel/nl/prince-royal.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=481&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682451&all_sr_blocks=196815703_389081209_4_0_0&highlighted_blocks=196815703_389081209_4_0_0&matching_block_id=196815703_389081209_4_0_0&sr_pri_blocks=196815703_389081209_4_0_0__303750&from=searchresults,"prinsengracht 146G, Amsterdam City Centre, 1015 EB Amsterdam, Netherlands
location — rated 9.9/10!",booking,"prinsengracht 146G, 1015 EB Amsterdam, Netherlands",52.3754869,4.8836816
Waterfront Studio,109.43,1,4.0,9.4,108.0,Deluxe Double Room,IJburg,8.3,https://www.booking.com/hotel/nl/waterfront-studio.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=482&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682451&all_sr_blocks=311465101_223065505_2_2_0&highlighted_blocks=311465101_223065505_2_2_0&matching_block_id=311465101_223065505_2_2_0&sr_pri_blocks=311465101_223065505_2_2_0__76626&from=searchresults,"159 Nico Jessekade, 1087 MR Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account.",booking,"159 Nico Jessekade, 1087 MR Amsterdam, Netherlands",52.3464087,5.0071805
Cafe Modern,162.0,1,,8.5,464.0,Double Room with Private Bathroom,Amsterdam Noord,1.9,https://www.booking.com/hotel/nl/sweet-deamz.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=483&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682451&all_sr_blocks=280870203_372775831_0_0_0&highlighted_blocks=280870203_372775831_0_0_0&matching_block_id=280870203_372775831_0_0_0&sr_pri_blocks=280870203_372775831_0_0_0__113413&from=searchresults,"Meidoornweg 4, Amsterdam Noord, 1031 GG Amsterdam, Netherlands
location — rated 9/10!",booking,"Meidoornweg 4, 1031 GG Amsterdam, Netherlands",52.3864957,4.9090968
Luxurious boutique suite in City Center,154.14,1,,7.3,25.0,Suite,Amsterdam City Centre,1.3,https://www.booking.com/hotel/nl/luxurious-boutique-suite-in-city-center.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=484&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682451&all_sr_blocks=1230376202_395068517_2_0_0&highlighted_blocks=1230376202_395068517_2_0_0&matching_block_id=1230376202_395068517_2_0_0&sr_pri_blocks=1230376202_395068517_2_0_0__107938&from=searchresults,"Nieuwe Looiersstraat 19, Amsterdam City Centre, 1017 VA Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account.",booking,"Nieuwe Looiersstraat 19, 1017 VA Amsterdam, Netherlands",52.3607859,4.8925794
studio Vincent van Gogh,227.57,1,3.0,8.6,51.0,One-Bedroom Apartment,Amsterdam City Centre,0.9,https://www.booking.com/hotel/nl/studio-vincent-van-gogh.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=485&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682451&all_sr_blocks=470601801_146004520_2_0_0&highlighted_blocks=470601801_146004520_2_0_0&matching_block_id=470601801_146004520_2_0_0&sr_pri_blocks=470601801_146004520_2_0_0__159275&from=searchresults,"prins hendrikkade 526, Amsterdam City Centre, 1011 TE Amsterdam, Netherlands
location — rated 9.4/10!",booking,"prins hendrikkade 526, 1011 TE Amsterdam, Netherlands",52.3737373,4.9066968
Studio Eelhouse,190.71,1,3.0,7.9,98.0,Large Double Room,Amsterdam City Centre,1.0,https://www.booking.com/hotel/nl/eelhouse.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=486&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682451&all_sr_blocks=35766301_344561033_2_0_0&highlighted_blocks=35766301_344561033_2_0_0&matching_block_id=35766301_344561033_2_0_0&sr_pri_blocks=35766301_344561033_2_0_0__133509&from=searchresults,"Tweede Lindendwarsstraat 21, Amsterdam City Centre, 1015 LH Amsterdam, Netherlands
location — rated 9.4/10!",booking,"Tweede Lindendwarsstraat 21, 1015 LH Amsterdam, Netherlands",52.3793316,4.882885
Old / New Pijp,161.0,1,,8.8,133.0,Studio with Balcony,De Pijp,2.3,https://www.booking.com/hotel/nl/old-47-new-pijp.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=487&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682451&all_sr_blocks=220047501_108633284_2_0_0&highlighted_blocks=220047501_108633284_2_0_0&matching_block_id=220047501_108633284_2_0_0&sr_pri_blocks=220047501_108633284_2_0_0__112668&from=searchresults,"Rustenburgerstraat 296, 1073 GM Amsterdam, Netherlands
location — rated 9.6/10!",booking,"Rustenburgerstraat 296, 1073 GM Amsterdam, Netherlands",52.3521164,4.8954646
